,,,style,page load,item click,item id,user id,time to complete
2020-10-23T14:04:02.909667+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461842516.00,mp4,hgfrkug,49811
2020-10-23T14:04:03.540863+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461843159.00,mp4,hgfrkug,50454
2020-10-23T14:04:04.111849+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461843761.00,mp4,hgfrkug,51056
2020-10-23T14:04:04.979691+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461844720.00,mp4,hgfrkug,52015
2020-10-23T14:04:05.352193+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461845177.00,mp4,hgfrkug,52472
2020-10-23T14:04:05.676796+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461845504.00,mp4,hgfrkug,52799
2020-10-23T14:04:05.992279+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461845829.00,mp4,hgfrkug,53124
2020-10-23T14:04:07.370523+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461847209.00,mp4,hgfrkug,54504
2020-10-23T14:04:07.807100+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461847533.00,mp4,hgfrkug,54828
2020-10-23T14:04:08.466960+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461848149.00,mp4,hgfrkug,55444
2020-10-23T14:04:09.051793+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461848909.00,mp4,hgfrkug,56204
2020-10-23T14:04:09.597644+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461849466.00,mp4,hgfrkug,56761
2020-10-23T14:04:10.030627+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461849897.00,mp4,hgfrkug,57192
2020-10-23T14:04:10.493378+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461850354.00,mp4,hgfrkug,57649
2020-10-23T14:04:10.902232+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461850766.00,mp4,hgfrkug,58061
2020-10-23T14:04:11.269117+00:00,app[web.1]:,AB_TESTING:,A,1603461792705.00,1603461851145.00,mp4,hgfrkug,58440
2020-10-23T14:04:12.806162+00:00,app[web.1]:,AB_TESTING:,C,1603461852683.00,0.00,0,hgfrkug,0
2020-10-23T14:08:56.748161+00:00,app[web.1]:,AB_TESTING:,B,1603462134458.00,0.00,0,yjqeuidjb,0
2020-10-23T14:11:01.614641+00:00,app[web.1]:,AB_TESTING:,A,1603462261003.00,0.00,0,ranhyzjjg,0
2020-10-23T14:11:02.978319+00:00,app[web.1]:,AB_TESTING:,A,1603462261003.00,1603462262334.00,mp1,ranhyzjjg,1331
2020-10-23T14:11:03.483819+00:00,app[web.1]:,AB_TESTING:,A,1603462261003.00,1603462262886.00,mp2,ranhyzjjg,1883
2020-10-23T14:11:04.351964+00:00,app[web.1]:,AB_TESTING:,A,1603462261003.00,1603462263748.00,mp3,ranhyzjjg,2745
2020-10-23T14:11:05.403567+00:00,app[web.1]:,AB_TESTING:,A,1603462261003.00,1603462264788.00,mp4,ranhyzjjg,3785
2020-10-23T14:11:06.594702+00:00,app[web.1]:,AB_TESTING:,C,1603462265995.00,0.00,0,ranhyzjjg,0
2020-10-23T14:11:10.224718+00:00,app[web.1]:,AB_TESTING:,A,1603462269627.00,0.00,0,ranhyzjjg,0
2020-10-23T14:11:11.881348+00:00,app[web.1]:,AB_TESTING:,A,1603462269627.00,1603462271260.00,mp1,ranhyzjjg,1633
2020-10-23T14:11:12.259886+00:00,app[web.1]:,AB_TESTING:,A,1603462269627.00,1603462271658.00,mp2,ranhyzjjg,2031
2020-10-23T14:11:13.287792+00:00,app[web.1]:,AB_TESTING:,A,1603462269627.00,1603462272670.00,mp3,ranhyzjjg,3043
2020-10-23T14:11:14.215127+00:00,app[web.1]:,AB_TESTING:,A,1603462269627.00,1603462273598.00,mp4,ranhyzjjg,3971
2020-10-23T14:11:15.623341+00:00,app[web.1]:,AB_TESTING:,C,1603462275023.00,0.00,0,ranhyzjjg,0
2020-10-23T14:11:19.661393+00:00,app[web.1]:,AB_TESTING:,A,1603462279064.00,0.00,0,ranhyzjjg,0
2020-10-23T14:11:21.196591+00:00,app[web.1]:,AB_TESTING:,A,1603462279064.00,1603462280582.00,mp1,ranhyzjjg,1518
2020-10-23T14:11:21.725018+00:00,app[web.1]:,AB_TESTING:,A,1603462279064.00,1603462281128.00,mp2,ranhyzjjg,2064
2020-10-23T14:11:22.710589+00:00,app[web.1]:,AB_TESTING:,A,1603462279064.00,1603462282106.00,mp3,ranhyzjjg,3042
2020-10-23T14:11:23.740903+00:00,app[web.1]:,AB_TESTING:,A,1603462279064.00,1603462283129.00,mp4,ranhyzjjg,4065
2020-10-23T14:11:27.835993+00:00,app[web.1]:,AB_TESTING:,C,1603462287231.00,0.00,0,ranhyzjjg,0
2020-10-23T14:11:51.559516+00:00,app[web.1]:,AB_TESTING:,A,1603462310963.00,0.00,0,ranhyzjjg,0
2020-10-23T14:11:52.911838+00:00,app[web.1]:,AB_TESTING:,A,1603462310963.00,1603462312289.00,mp1,ranhyzjjg,1326
2020-10-23T14:11:53.500295+00:00,app[web.1]:,AB_TESTING:,A,1603462310963.00,1603462312903.00,mp2,ranhyzjjg,1940
2020-10-23T14:11:54.605050+00:00,app[web.1]:,AB_TESTING:,A,1603462310963.00,1603462313986.00,mp3,ranhyzjjg,3023
2020-10-23T14:11:55.745301+00:00,app[web.1]:,AB_TESTING:,A,1603462310963.00,1603462315133.00,mp4,ranhyzjjg,4170
2020-10-23T14:11:57.398862+00:00,app[web.1]:,AB_TESTING:,C,1603462316799.00,0.00,0,ranhyzjjg,0
2020-10-23T14:12:04.224758+00:00,app[web.1]:,AB_TESTING:,A,1603462323626.00,0.00,0,ranhyzjjg,0
2020-10-23T14:12:05.814028+00:00,app[web.1]:,AB_TESTING:,A,1603462323626.00,1603462325175.00,mp1,ranhyzjjg,1549
2020-10-23T14:12:07.717814+00:00,app[web.1]:,AB_TESTING:,A,1603462323626.00,1603462327086.00,mp3,ranhyzjjg,3460
2020-10-23T14:12:08.788228+00:00,app[web.1]:,AB_TESTING:,A,1603462323626.00,1603462328167.00,mp4,ranhyzjjg,4541
2020-10-23T14:12:10.089662+00:00,app[web.1]:,AB_TESTING:,C,1603462329486.00,0.00,0,ranhyzjjg,0
2020-10-23T14:12:14.800402+00:00,app[web.1]:,AB_TESTING:,A,1603462334201.00,0.00,0,ranhyzjjg,0
2020-10-23T14:12:16.514896+00:00,app[web.1]:,AB_TESTING:,A,1603462334201.00,1603462335896.00,mp1,ranhyzjjg,1695
2020-10-23T14:12:17.186813+00:00,app[web.1]:,AB_TESTING:,A,1603462334201.00,1603462336577.00,mp2,ranhyzjjg,2376
2020-10-23T14:12:19.600168+00:00,app[web.1]:,AB_TESTING:,A,1603462334201.00,1603462338991.00,mp4,ranhyzjjg,4790
2020-10-23T14:12:20.611187+00:00,app[web.1]:,AB_TESTING:,C,1603462340013.00,0.00,0,ranhyzjjg,0
2020-10-23T14:12:23.593781+00:00,app[web.1]:,AB_TESTING:,A,1603462342996.00,0.00,0,ranhyzjjg,0
2020-10-23T14:12:25.181501+00:00,app[web.1]:,AB_TESTING:,A,1603462342996.00,1603462344570.00,mp1,ranhyzjjg,1574
2020-10-23T14:12:25.891740+00:00,app[web.1]:,AB_TESTING:,A,1603462342996.00,1603462345293.00,mp2,ranhyzjjg,2297
2020-10-23T14:12:27.107097+00:00,app[web.1]:,AB_TESTING:,A,1603462342996.00,1603462346501.00,mp3,ranhyzjjg,3505
2020-10-23T14:12:28.362233+00:00,app[web.1]:,AB_TESTING:,A,1603462342996.00,1603462347738.00,mp4,ranhyzjjg,4742
2020-10-23T14:12:29.709703+00:00,app[web.1]:,AB_TESTING:,C,1603462349107.00,0.00,0,ranhyzjjg,0
2020-10-23T14:12:35.004352+00:00,app[web.1]:,AB_TESTING:,A,1603462354398.00,0.00,0,ranhyzjjg,0
2020-10-23T14:12:36.713916+00:00,app[web.1]:,AB_TESTING:,A,1603462354398.00,1603462356077.00,mp1,ranhyzjjg,1679
2020-10-23T14:12:37.342703+00:00,app[web.1]:,AB_TESTING:,A,1603462354398.00,1603462356712.00,mp2,ranhyzjjg,2314
2020-10-23T14:12:38.683646+00:00,app[web.1]:,AB_TESTING:,A,1603462354398.00,1603462358060.00,mp3,ranhyzjjg,3662
2020-10-23T14:12:40.045616+00:00,app[web.1]:,AB_TESTING:,A,1603462354398.00,1603462359427.00,mp4,ranhyzjjg,5029
2020-10-23T14:12:44.522604+00:00,app[web.1]:,AB_TESTING:,C,1603462363921.00,0.00,0,ranhyzjjg,0
2020-10-23T14:13:15.655014+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,0.00,0,zmjrquwg,0
2020-10-23T14:13:22.725728+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462402669.00,mp1,zmjrquwg,7206
2020-10-23T14:13:38.065331+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462417998.00,mp1,zmjrquwg,22535
2020-10-23T14:13:38.946927+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462418898.00,mp1,zmjrquwg,23435
2020-10-23T14:13:45.817622+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462425758.00,mp3,zmjrquwg,30295
2020-10-23T14:13:45.870190+00:00,app[web.1]:,AB_TESTING:,A,1603462425691.00,0.00,0,jcqgrncmb,0
2020-10-23T14:13:46.591870+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462426542.00,mp3,zmjrquwg,31079
2020-10-23T14:13:55.373592+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462435318.00,mp2,zmjrquwg,39855
2020-10-23T14:13:57.163548+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462436854.00,mp2,zmjrquwg,41391
2020-10-23T14:13:57.789150+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462437730.00,mp2,zmjrquwg,42267
2020-10-23T14:14:09.913122+00:00,app[web.1]:,AB_TESTING:,A,1603462395463.00,1603462449848.00,mp4,zmjrquwg,54385
2020-10-23T14:14:16.257869+00:00,app[web.1]:,AB_TESTING:,C,1603462456215.00,0.00,0,zmjrquwg,0
2020-10-23T14:14:41.247982+00:00,app[web.1]:,AB_TESTING:,A,1603462481202.00,0.00,0,zmjrquwg,0
2020-10-23T14:15:04.181056+00:00,app[web.1]:,AB_TESTING:,C,1603462504136.00,0.00,0,zmjrquwg,0
2020-10-23T14:18:43.697592+00:00,app[web.1]:,AB_TESTING:,A,1603462722841.00,0.00,0,ggmzlzbb,0
2020-10-23T14:18:46.865410+00:00,app[web.1]:,AB_TESTING:,A,1603462722841.00,1603462726145.00,mp2,ggmzlzbb,3304
2020-10-23T14:18:48.078170+00:00,app[web.1]:,AB_TESTING:,A,1603462722841.00,1603462727917.00,mp3,ggmzlzbb,5076
2020-10-23T14:18:51.280055+00:00,app[web.1]:,AB_TESTING:,A,1603462722841.00,1603462730223.00,mp4,ggmzlzbb,7382
2020-10-23T14:18:51.587253+00:00,app[web.1]:,AB_TESTING:,A,1603462722841.00,1603462731433.00,mp4,ggmzlzbb,8592
2020-10-23T14:18:52.386578+00:00,app[web.1]:,AB_TESTING:,A,1603462722841.00,1603462732206.00,mp4,ggmzlzbb,9365
2020-10-23T14:18:58.435799+00:00,app[web.1]:,AB_TESTING:,C,1603462738232.00,0.00,0,ggmzlzbb,0
2020-10-23T14:23:34.317407+00:00,app[web.1]:,AB_TESTING:,A,1603463013845.00,0.00,0,ucgsyihaa,0
2020-10-23T14:23:36.620995+00:00,app[web.1]:,AB_TESTING:,A,1603463013845.00,1603463016147.00,mp1,ucgsyihaa,2302
2020-10-23T14:23:38.322289+00:00,app[web.1]:,AB_TESTING:,A,1603463013845.00,1603463017725.00,mp2,ucgsyihaa,3880
2020-10-23T14:23:40.713983+00:00,app[web.1]:,AB_TESTING:,A,1603463013845.00,1603463020182.00,mp3,ucgsyihaa,6337
2020-10-23T14:23:42.338878+00:00,app[web.1]:,AB_TESTING:,A,1603463013845.00,1603463021794.00,mp3,ucgsyihaa,7949
2020-10-23T14:23:43.289655+00:00,app[web.1]:,AB_TESTING:,A,1603463013845.00,1603463022835.00,mp3,ucgsyihaa,8990
2020-10-23T14:23:44.370701+00:00,app[web.1]:,AB_TESTING:,A,1603463013845.00,1603463023911.00,mp3,ucgsyihaa,10066
2020-10-23T14:23:49.329515+00:00,app[web.1]:,AB_TESTING:,A,1603463013845.00,1603463028873.00,mp4,ucgsyihaa,15028
2020-10-23T14:23:51.512803+00:00,app[web.1]:,AB_TESTING:,C,1603463031030.00,0.00,0,ucgsyihaa,0
2020-10-23T14:24:06.820778+00:00,app[web.1]:,AB_TESTING:,A,1603463046371.00,0.00,0,ucgsyihaa,0
2020-10-23T14:24:49.492692+00:00,app[web.1]:,AB_TESTING:,A,1603463088996.00,0.00,0,ucgsyihaa,0
2020-10-23T14:24:50.625864+00:00,app[web.1]:,AB_TESTING:,A,1603463088996.00,1603463090170.00,mp1,ucgsyihaa,1174
2020-10-23T14:24:53.602649+00:00,app[web.1]:,AB_TESTING:,C,1603463093151.00,0.00,0,ucgsyihaa,0
2020-10-23T14:24:57.109881+00:00,app[web.1]:,AB_TESTING:,A,1603463096660.00,0.00,0,ucgsyihaa,0
2020-10-23T14:28:13.744217+00:00,app[web.1]:,AB_TESTING:,A,1603463292321.00,0.00,0,eugotatw,0
2020-10-23T14:28:42.616638+00:00,app[web.1]:,AB_TESTING:,A,1603463292321.00,1603463322458.00,mp1,eugotatw,30137
2020-10-23T14:29:00.981306+00:00,app[web.1]:,AB_TESTING:,A,1603463292321.00,1603463340817.00,mp4,eugotatw,48496
2020-10-23T14:29:08.454440+00:00,app[web.1]:,AB_TESTING:,A,1603463292321.00,1603463348287.00,mp4,eugotatw,55966
2020-10-23T14:29:20.765707+00:00,app[web.1]:,AB_TESTING:,A,1603463292321.00,1603463360606.00,mp3,eugotatw,68285
2020-10-23T14:29:22.047773+00:00,app[web.1]:,AB_TESTING:,A,1603463292321.00,1603463361869.00,mp3,eugotatw,69548
2020-10-23T14:29:35.959954+00:00,app[web.1]:,AB_TESTING:,A,1603463292321.00,1603463375798.00,mp2,eugotatw,83477
2020-10-23T14:29:47.639311+00:00,app[web.1]:,AB_TESTING:,A,1603463292321.00,1603463387477.00,mp1,eugotatw,95156
2020-10-23T14:30:08.369779+00:00,app[web.1]:,AB_TESTING:,C,1603463408213.00,0.00,0,eugotatw,0
2020-10-23T14:30:18.508713+00:00,app[web.1]:,AB_TESTING:,A,1603463418356.00,0.00,0,eugotatw,0
2020-10-23T14:30:27.516854+00:00,app[web.1]:,AB_TESTING:,C,1603463427361.00,0.00,0,eugotatw,0
2020-10-23T14:33:10.565489+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,0.00,0,zdtymlo,0
2020-10-23T14:33:16.501961+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463596371.00,mp1,zdtymlo,6290
2020-10-23T14:33:16.893037+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463596773.00,mp1,zdtymlo,6692
2020-10-23T14:33:17.200697+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463597070.00,mp1,zdtymlo,6989
2020-10-23T14:33:17.639155+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463597482.00,mp1,zdtymlo,7401
2020-10-23T14:33:17.945490+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463597812.00,mp1,zdtymlo,7731
2020-10-23T14:33:18.294192+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463598170.00,mp1,zdtymlo,8089
2020-10-23T14:33:21.322354+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463600457.00,mp1,zdtymlo,10376
2020-10-23T14:33:21.738134+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463601590.00,mp1,zdtymlo,11509
2020-10-23T14:33:22.291183+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463602170.00,mp3,zdtymlo,12089
2020-10-23T14:33:22.702859+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463602579.00,mp4,zdtymlo,12498
2020-10-23T14:33:23.009447+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463602885.00,mp2,zdtymlo,12804
2020-10-23T14:33:23.432034+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463603312.00,mp1,zdtymlo,13231
2020-10-23T14:33:23.889657+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463603752.00,mp1,zdtymlo,13671
2020-10-23T14:33:24.250280+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463604128.00,mp4,zdtymlo,14047
2020-10-23T14:33:24.691807+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463604533.00,mp1,zdtymlo,14452
2020-10-23T14:33:25.048700+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463604905.00,mp1,zdtymlo,14824
2020-10-23T14:33:25.538360+00:00,app[web.1]:,AB_TESTING:,B,1603463590081.00,1603463605410.00,mp1,zdtymlo,15329
2020-10-23T14:33:30.494207+00:00,app[web.1]:,AB_TESTING:,C,1603463610362.00,0.00,0,zdtymlo,0
2020-10-23T14:55:40.342462+00:00,app[web.1]:,AB_TESTING:,B,1603464938893.00,0.00,0,zkqityv,0
2020-10-23T14:57:26.176970+00:00,app[web.1]:,AB_TESTING:,B,1603465045976.00,0.00,0,zkqityv,0
2020-10-23T14:57:46.092447+00:00,app[web.1]:,AB_TESTING:,B,1603465045976.00,1603465064877.00,mp3,zkqityv,18901
2020-10-23T14:57:46.487796+00:00,app[web.1]:,AB_TESTING:,B,1603465045976.00,1603465066295.00,mp3,zkqityv,20319
2020-10-23T14:57:47.417263+00:00,app[web.1]:,AB_TESTING:,B,1603465045976.00,1603465067198.00,mp3,zkqityv,21222
2020-10-23T14:57:55.716978+00:00,app[web.1]:,AB_TESTING:,B,1603465045976.00,1603465074840.00,mp4,zkqityv,28864
2020-10-23T14:57:56.589166+00:00,app[web.1]:,AB_TESTING:,B,1603465045976.00,1603465076386.00,mp4,zkqityv,30410
2020-10-23T14:58:12.002133+00:00,app[web.1]:,AB_TESTING:,B,1603465045976.00,1603465090746.00,mp2,zkqityv,44770
2020-10-23T14:58:12.486810+00:00,app[web.1]:,AB_TESTING:,B,1603465045976.00,1603465092316.00,mp2,zkqityv,46340
2020-10-23T14:58:36.197214+00:00,app[web.1]:,AB_TESTING:,C,1603465116003.00,0.00,0,zkqityv,0
2020-10-23T14:58:46.650171+00:00,app[web.1]:,AB_TESTING:,B,1603465126483.00,0.00,0,zkqityv,0
2020-10-23T14:59:35.070076+00:00,app[web.1]:,AB_TESTING:,A,1603465173360.00,0.00,0,nfxem,0
2020-10-23T15:00:46.291597+00:00,app[web.1]:,AB_TESTING:,B,1603465246071.00,0.00,0,eiwugjafj,0
2020-10-23T15:01:09.862514+00:00,app[web.1]:,AB_TESTING:,B,1603465269709.00,0.00,0,eiwugjafj,0
2020-10-23T15:01:17.540930+00:00,app[web.1]:,AB_TESTING:,B,1603465269709.00,1603465277393.00,mp2,eiwugjafj,7684
2020-10-23T15:01:22.038452+00:00,app[web.1]:,AB_TESTING:,B,1603465269709.00,1603465281888.00,mp3,eiwugjafj,12179
2020-10-23T15:01:39.249505+00:00,app[web.1]:,AB_TESTING:,B,1603465269709.00,1603465299099.00,mp1,eiwugjafj,29390
2020-10-23T15:01:39.812785+00:00,app[web.1]:,AB_TESTING:,B,1603465269709.00,1603465299663.00,mp1,eiwugjafj,29954
2020-10-23T15:01:46.781362+00:00,app[web.1]:,AB_TESTING:,C,1603465306631.00,0.00,0,eiwugjafj,0
2020-10-23T15:02:03.544370+00:00,app[web.1]:,AB_TESTING:,B,1603465323398.00,0.00,0,eiwugjafj,0
2020-10-23T15:02:10.130891+00:00,app[web.1]:,AB_TESTING:,B,1603465323398.00,1603465329979.00,mp1,eiwugjafj,6581
2020-10-23T15:02:12.481668+00:00,app[web.1]:,AB_TESTING:,B,1603465323398.00,1603465332329.00,mp1,eiwugjafj,8931
2020-10-23T15:02:12.820191+00:00,app[web.1]:,AB_TESTING:,B,1603465323398.00,1603465332659.00,mp1,eiwugjafj,9261
2020-10-23T15:02:26.491698+00:00,app[web.1]:,AB_TESTING:,C,1603465346346.00,0.00,0,eiwugjafj,0
2020-10-23T15:02:29.640785+00:00,app[web.1]:,AB_TESTING:,A,1603465348140.00,0.00,0,nfxem,0
2020-10-23T15:02:38.469654+00:00,app[web.1]:,AB_TESTING:,A,1603465348140.00,1603465356996.00,mp4,nfxem,8856
2020-10-23T15:02:42.954539+00:00,app[web.1]:,AB_TESTING:,A,1603465348140.00,1603465361482.00,mp4,nfxem,13342
2020-10-23T15:02:45.252990+00:00,app[web.1]:,AB_TESTING:,A,1603465348140.00,1603465363784.00,mp4,nfxem,15644
2020-10-23T15:02:45.25299ypsocxfvi0+00:00,app[web.1]:,AB_TESTING:,A,1603465348140.00,1603465363784.00,mp4,nfxem,15644
2020-10-23T15:02:46.391793+00:00,app[web.1]:,AB_TESTING:,A,1603465348140.00,1603465364921.00,mp4,nfxem,16781
2020-10-23T15:02:47.686342+00:00,app[web.1]:,AB_TESTING:,A,1603465348140.00,1603465366215.00,mp4,nfxem,18075
2020-10-23T15:02:49.454797+00:00,app[web.1]:,AB_TESTING:,A,1603465369309.00,0.00,0,eiwugjafj,0
2020-10-23T15:02:50.063469+00:00,app[web.1]:,AB_TESTING:,C,1603465368576.00,0.00,0,nfxem,0
2020-10-23T15:02:53.232714+00:00,app[web.1]:,AB_TESTING:,A,1603465369309.00,1603465373083.00,mp1,eiwugjafj,3774
2020-10-23T15:02:56.117016+00:00,app[web.1]:,AB_TESTING:,A,1603465374650.00,0.00,0,nfxem,0
2020-10-23T15:02:56.186633+00:00,app[web.1]:,AB_TESTING:,A,1603465369309.00,1603465376035.00,mp2,eiwugjafj,6726
2020-10-23T15:02:58.697941+00:00,app[web.1]:,AB_TESTING:,C,1603465377224.00,0.00,0,nfxem,0
2020-10-23T15:03:00.194207+00:00,app[web.1]:,AB_TESTING:,A,1603465369309.00,1603465380039.00,mp3,eiwugjafj,10730
2020-10-23T15:03:02.367257+00:00,app[web.1]:,AB_TESTING:,A,1603465380794.00,0.00,0,nfxem,0
2020-10-23T15:03:06.401023+00:00,app[web.1]:,AB_TESTING:,C,1603465386254.00,0.00,0,eiwugjafj,0
2020-10-23T15:04:05.859022+00:00,app[web.1]:,AB_TESTING:,A,1603465444847.00,0.00,0,tkqeznf,0
2020-10-23T15:04:37.899621+00:00,app[web.1]:,AB_TESTING:,A,1603465477968.00,0.00,0,tkqeznf,0
2020-10-23T15:04:40.861298+00:00,app[web.1]:,AB_TESTING:,A,1603465477968.00,1603465480928.00,mp1,tkqeznf,2960
2020-10-23T15:04:45.747518+00:00,app[web.1]:,AB_TESTING:,A,1603465477968.00,1603465485808.00,mp2,tkqeznf,7840
2020-10-23T15:04:47.065670+00:00,app[web.1]:,AB_TESTING:,A,1603465477968.00,1603465487078.00,mp3,tkqeznf,9110
2020-10-23T15:04:48.032226+00:00,app[web.1]:,AB_TESTING:,A,1603465477968.00,1603465488094.00,mp4,tkqeznf,10126
2020-10-23T15:04:49.891083+00:00,app[web.1]:,AB_TESTING:,C,1603465489959.00,0.00,0,tkqeznf,0
2020-10-23T15:53:50.360915+00:00,app[web.1]:,AB_TESTING:,B,1603468430208.00,0.00,0,ypsocxfvi,0
2020-10-23T16:06:28.221706+00:00,app[web.1]:,AB_TESTING:,B,1603469225846.00,0.00,0,nxvnkfm,0
2020-10-23T16:06:31.112464+00:00,app[web.1]:,AB_TESTING:,B,1603469225846.00,1603469229118.00,mp1,nxvnkfm,3272
2020-10-23T16:06:33.787794+00:00,app[web.1]:,AB_TESTING:,B,1603469225846.00,1603469231673.00,mp2,nxvnkfm,5827
2020-10-23T16:06:35.615873+00:00,app[web.1]:,AB_TESTING:,B,1603469225846.00,1603469233007.00,mp4,nxvnkfm,7161
2020-10-23T16:06:36.249658+00:00,app[web.1]:,AB_TESTING:,B,1603469225846.00,1603469234230.00,mp3,nxvnkfm,8384
2020-10-23T16:06:37.561869+00:00,app[web.1]:,AB_TESTING:,B,1603469225846.00,1603469235564.00,mp4,nxvnkfm,9718
2020-10-23T16:06:38.369409+00:00,app[web.1]:,AB_TESTING:,B,1603469225846.00,1603469236374.00,mp3,nxvnkfm,10528
2020-10-23T16:06:39.187585+00:00,app[web.1]:,AB_TESTING:,B,1603469225846.00,1603469237188.00,mp4,nxvnkfm,11342
2020-10-23T16:06:41.214605+00:00,app[web.1]:,AB_TESTING:,C,1603469239221.00,0.00,0,nxvnkfm,0
2020-10-23T16:07:30.069215+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,0.00,0,ubspspwk,0
2020-10-23T16:07:31.354223+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469251199.00,mp1,ubspspwk,1461
2020-10-23T16:07:32.378011+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469252221.00,mp2,ubspspwk,2483
2020-10-23T16:07:33.057955+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469252898.00,mp3,ubspspwk,3160
2020-10-23T16:07:34.080459+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469253929.00,mp4,ubspspwk,4191
2020-10-23T16:07:34.639545+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469254482.00,mp3,ubspspwk,4744
2020-10-23T16:07:36.182943+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469255508.00,mp2,ubspspwk,5770
2020-10-23T16:07:36.576113+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469256429.00,mp3,ubspspwk,6691
2020-10-23T16:07:36.860599+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469256708.00,mp3,ubspspwk,6970
2020-10-23T16:07:37.890081+00:00,app[web.1]:,AB_TESTING:,A,1603469249738.00,1603469257734.00,mp4,ubspspwk,7996
2020-10-23T16:07:39.476615+00:00,app[web.1]:,AB_TESTING:,C,1603469259328.00,0.00,0,ubspspwk,0
2020-10-23T16:07:41.443904+00:00,app[web.1]:,AB_TESTING:,A,1603469261286.00,0.00,0,ubspspwk,0
2020-10-24T00:11:04.541501+00:00,app[web.1]:,AB_TESTING:,C,1603498263667.00,0.00,0,nvjpwfizno,0
2020-10-24T00:11:05.282401+00:00,app[web.1]:,AB_TESTING:,B,1603498264411.00,0.00,0,nvjpwfizno,0
2020-10-24T00:19:34.957270+00:00,app[web.1]:,AB_TESTING:,A,1603498772634.00,0.00,0,rpauej,0
2020-10-24T00:19:42.769416+00:00,app[web.1]:,AB_TESTING:,A,1603498772634.00,1603498781918.00,mp1,rpauej,9284
2020-10-24T00:19:44.208742+00:00,app[web.1]:,AB_TESTING:,A,1603498772634.00,1603498783928.00,mp2,rpauej,11294
2020-10-24T00:19:45.600222+00:00,app[web.1]:,AB_TESTING:,A,1603498772634.00,1603498785336.00,mp3,rpauej,12702
2020-10-24T00:19:46.988989+00:00,app[web.1]:,AB_TESTING:,A,1603498772634.00,1603498786717.00,mp4,rpauej,14083
2020-10-24T00:20:02.277678+00:00,app[web.1]:,AB_TESTING:,B,1603498802012.00,0.00,0,rpauej,0
2020-10-24T00:20:08.546532+00:00,app[web.1]:,AB_TESTING:,B,1603498802012.00,1603498807694.00,mp1,rpauej,5682
